122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
122,122,122,122,122,122,246,283,283,283,283,283,283,283,283,283,283,283,283,283,
122,122,122,122,122,122,244,42,42,42,53,49,44,44,44,44,44,44,44,44,
122,122,122,122,122,122,244,42,42,42,53,49,45,44,44,44,44,44,44,44,
122,122,122,122,122,122,244,42,42,42,53,49,45,45,44,44,44,44,44,44,
122,122,122,126,126,122,244,42,42,532,533,533,533,533,533,533,533,534,45,49,
122,122,122,122,122,122,244,42,42,572,573,573,573,573,573,573,573,574,45,45,
122,122,122,126,127,122,244,42,42,572,573,573,573,573,573,573,573,574,49,49,
122,122,122,122,122,122,244,42,42,572,573,573,573,573,573,573,573,574,46,46,
122,122,122,122,122,122,244,42,42,572,573,573,573,573,573,573,573,574,46,49
